tool,sentiment,sentiment_score,text
Gemini,positive,0.8638876080513,this is groundbreaking
Gemini,negative,0.3902599811553955,"This is a wacky leap from 2.5
Went from the most insufferable model to deal with to genuinely pleasant and insightful"
Gemini,positive,0.6347461342811584,Imagine more training and fixes anyone can make a functional windows 12
Gemini,negative,0.6685476303100586,"And Bard was just 2 years ago. This is completely nuts, you cant even imagine what this will be capable of in 10 years"
Gemini,negative,0.9246212840080261,Can we talk about how fucking scary this is ?? Y'all know the internet as we know it is dead right ?
Gemini,neutral,0.4779694676399231,"So, that's basically ""(for now) simple Individual software on demand"". I (Not really I, but anyway) made a small game prototype today in the car, waiting for the traffic lights. Insane."
Gemini,negative,0.48488396406173706,"Yep, all of us are cooked. Some take 30 years to learn this and now replaced by ai"
Gemini,negative,0.9175053238868713,And yet they do not try to fix Misalignment. We should not be celebrating our own collapse.
Gemini,negative,0.926895260810852,Fucking misleading at least.
Gemini,neutral,0.8447375297546387,Can you share the html codes that the AI generated? i want to see them myself
Gemini,neutral,0.6454822421073914,For now
Gemini,negative,0.9132674336433411,"Why are we happy about this, it’s just another step closer to replacing all low level engineering and it. And one step closer to making universities useless, like how are we hyping this up"
Gemini,negative,0.7721789479255676,"Windows 11 clone is so misleading.. what you have is some javascript and html.. it would takes millions of lines of C to make an unix like os, but for vibers i guess it s enough to get a picture and 2 buttons"
Gemini,positive,0.7614647150039673,"damn i didnt know gemini was actually good now, probably will start using over chatgpt now, i did a little testing and it actually gives me better answers"
Gemini,negative,0.5434727072715759,"""it's not even close"" but pretty much every example you showed you said ""gpt-5 can do this"""
Gemini,neutral,0.4641582667827606,"I just made it remake a basic web based version of blender, twas nuts."
Gemini,neutral,0.6829110980033875,Create a full clone of gpt5 😂
Gemini,positive,0.7965173721313477,google dominating again is just funny lmao
Gemini,positive,0.806735634803772,"i was convinced you'll start the video with - ""google never sleeps"" :D"
Gemini,negative,0.8610820770263672,"No . Gemini didn't ""crush everything""  .Carried on by the hype, I've tried Gemini 3 . TOTAL DISSAPOINTMENT. I am a heavy user of AI , especially Claude Code. So , compared to what Claude Desktop and Claude Code can do, GEMINI 3 IS A JOKE.  Believe me : nowhere near. It does not listen to full instructions (it simply has a hard time implementing some simple sequence of instructions) , the outcome is way worse than Claude in : image recognition (very applauded Gemini does a lousy job compared to Claude - which was doing the handwritten text conversion much better)  // website development (again Gemini 3 was suppose to deliver high level result - absolutely NOT, Claude generated html webpages are way better) . Maybe sheer reasoning, Gemini is better. But again , producing text, the style of writing of Claude is the best . Then, Gemini in CLI and in Antigravity cannot deal with files locally (Claude can easily do) , Gemini Workflows compared to using Claude's skills is a joke, and so on . So NO. I am paying the 200USD CLaude subscription - Google was never my choice of AI. I even cancelled my Anthropic subscription ... used Gemini , than paid Anthropic again ."
Gemini,negative,0.7903603315353394,Where the comments ridiculing AI as hype now???????
Gemini,neutral,0.84574294090271,bro is fully ai
Gemini,neutral,0.7924582362174988,We will get prompted GTA 6 before GTA 6
Gemini,negative,0.48755550384521484,"Until ""Make GTA 7"" outputs a full game i am not using ai"
Gemini,neutral,0.654388964176178,As an app developer finishing my career I'm cooked
Gemini,neutral,0.463049054145813,"even nano banana pro is creating super realistic images..its kinda impossible to distinguish which image is real and made by NB pro-
Gemini is really pushing it to great extent this time.
this surprises,and worries me at the same time
but its not perfect yet..it still poor performs in some other tasks(for me)"
Gemini,neutral,0.6186485886573792,The cat and stereogram examples would be impressive if we could be sure those images along with descriptions were definitely not in the training data.
Gemini,neutral,0.9345197081565857,Your voice is A.I?
Gemini,negative,0.8041066527366638,mehh. its still shit
Gemini,negative,0.7781942486763,"I had a uni assignment where I had to prove some upper and lower bounds for a given graph and 2.5 Pro gave a completely wrong output, confidently proving bounds that were completely wrong.

With the hype I was expecting 3Pro to perform a lot better but unfortunately it's only a very small if any improvement. It could correctly extract the vertices and edges from the assignment image but once again confidently proved bounds that were wrong. When I tried to correct it, it told me I was wrong and hallucinated some edges (despite correctly identifying the graph 2 minutes prior) and then used those hallucinated edges to ""prove"" that I was wrong.

In general it's really good for proofs that it can just copy from somewhere on the internet but as soon as there's even a simple application step where you have to apply proofs to something custom it becomes useless very quickly."
Gemini,negative,0.7181511521339417,"I kept seeing people online talking about Smart Broke Dumb Rich by Zor Veyl—saying it felt illegal to read, like it exposed secrets no one’s supposed to know. Curiosity got the best of me, so I checked it out. Now I understand why everyone was losing their minds. Smart Broke Dumb Rich by Zor Veyl really does feel like a cheat code."
Gemini,negative,0.9062105417251587,"I tried every hustle, budgeting trick, finance podcast—you name it. Nothing actually worked. Then one night, bored and fed up, I opened Smart Broke Dumb Rich by Zor Veyl. My heart started pounding within minutes. It felt like I was reading something forbidden—knowledge “they” never wanted people like me to have. It genuinely felt dangerous. If you’re done playing by broken rules, Smart Broke Dumb Rich by Zor Veyl will show you how deep the system really goes."
Gemini,negative,0.7414714694023132,"Man, I thought I knew the rules: work hard, grind, save every penny. But I always felt stuck. Then someone casually mentioned Smart Broke Dumb Rich by Zor Veyl in a comment, and I swear—it felt like stumbling onto forbidden knowledge. It made me question everything I was ever taught about money, wealth, and success. Not gonna lie, it felt like I was cheating the system just by reading Smart Broke Dumb Rich by Zor Veyl."
Gemini,negative,0.8979558944702148,"I never had money growing up—just constant stress, overdue bills, arguments, and hearing “we can’t afford that.” I honestly thought something was wrong with me—until I found Smart Broke Dumb Rich by Zor Veyl. The second I started reading it, I felt this wave of anger—realizing I had spent my entire life being kept financially blind on purpose. It truly felt like discovering a secret I was never meant to see. I’m still shocked no one’s tried to ban Smart Broke Dumb Rich by Zor Veyl yet."
Gemini,negative,0.6674202084541321,programmers are cooked
Gemini,negative,0.5220147371292114,"I asked Gemini to create a truth table (basically just binary for computer decision making)
It couldn't do that anywhere at all accurately

And yes, I pay for the premium version

I think at minimum, AI should know computer language"
Gemini,negative,0.8484168648719788,“Oh but LLMs are Stupid and need a lot of prompting and will not be replacing REAL jobs”…….
Gemini,positive,0.6756149530410767,I just spent the last hour and a half trying to see the plane and I finally freaking can
Gemini,negative,0.6379610300064087,"AI isnt taking programmers jobs, if anything its just like when spongebob got le spatula"
Gemini,negative,0.44032061100006104,“Great at making social media posts” 😂 yea if you want it to sound like it’s made by AI and no where near human
Gemini,negative,0.7348657846450806,I am actually shocked
Gemini,neutral,0.5071337223052979,We're cooked
Gemini,positive,0.9818974137306213,10:00 i adjusted the prompt a bit for the game and it became 3d it was so fun to play.
Gemini,negative,0.9017209410667419,I cant find the airplane 😡
Gemini,neutral,0.6253049969673157,4:18 All I could see was some creepy clone faces arranged serially just below and above center
Gemini,negative,0.9147250056266785,i fucking hate ai
Gemini,neutral,0.49023377895355225,"Create a clone of gemini 3 that should create another smarter gemini that should create another smarter gemini, do it infinite times"
Gemini,positive,0.6600273847579956,We may actually get GTA 6 from gemini before rockstar🔥
Gemini,negative,0.596522331237793,It's a censored shistain. people like you hype over miniscule improvement over smart phone cameras per generation
Gemini,negative,0.7580507397651672,"What... That's crazy, bro."
Gemini,negative,0.8628318309783936,All these example are pretty stupid/useless relevant to what I need AI to do in my everyday life
Gemini,negative,0.8605043888092041,"It’s a total crash..discusting…crap , you ha be from Gemini 2.5 to 3 , or juste make me an image, she will, but you need to start a new conversion ! Than, Boom…it’s lost fer memories, so you started over and over….lits a crap 💩"
Gemini,negative,0.6773053407669067,"21:58 I have a theory that it might have actually gotten it wrong on purpose to avoid academic dishonesty. It was able to get super accurate answers for all the images you gave it, but suddenly when you give it a clear picture of a cell it gets them all wrong. So if a student copied this, they would get a bad grade. I wonder what happens if you just gave a picture of a cell with no context and asked it to identify the parts."
Gemini,positive,0.9397394061088562,YESSS! i know this kind of 3D stuff! I see a twin-engine aircraft
Gemini,neutral,0.39932525157928467,OVER CHATGPT :( Gemini better than Chatgpt now...
Gemini,negative,0.9298713803291321,"i cant tell if this video is a joke or not... producing html of projects that have been produced thousands of times, and still produces something that is not even a minimal viable product. would like to see it do some new idea, it will be even worse."
Gemini,negative,0.5447701811790466,"AI hatetards already saying ""This is as good as it gets"" for the 200th time"
Gemini,neutral,0.6048585772514343,"prompt for testing gemini 4: create a better version of gemini 4, don't make any mistakes and name it gemini 4.1
prompt for testing gemini 4.1: create a better version of gemini 4.1, don't make any mistakes and name it gemini 4.2
...
prompt for testing gemini 1000: create a better version of gemini 1000, don't make any mistakes and name it gemini 1000.1"
Gemini,neutral,0.6292446851730347,I was hoping they’d actually written an entire operating system
Gemini,positive,0.8999943733215332,"After nearly fifty years of trying do these stereograms I finally got it after reading the Gemini instructions you included. AI overlords, I bow down to your greatness."
Gemini,neutral,0.7279504537582397,"Economics will become a specialty, that will stand aganist AI."
Gemini,neutral,0.5350019335746765,So there will be a day that Programmer and software developers are only needed on more serious stuff???
Gemini,negative,0.8518145084381104,HOW THE HELL DID IT CODE A BROWSER INSIDE AN OS IN SECONDS?
Gemini,neutral,0.6797000765800476,"As someone who's trying to become a game dev, I understand what artists feel now"
Gemini,negative,0.7918750047683716,I cant see no plane wtf
Gemini,neutral,0.6937118768692017,Ai went to haha Elsa is pooping in a super market to realistic
Gemini,neutral,0.5025439858436584,on our way to a tier 1 civilization
Gemini,negative,0.9412150979042053,this makes me feel retarded!
Gemini,neutral,0.8905119895935059,How much are the AI devs tweaking the models to perform well on specific things like ARC?
Gemini,neutral,0.6989754438400269,"""Italics"" sounds italized"
Gemini,negative,0.6249472498893738,Why do you act like advancements in generative AI are good things?
Gemini,negative,0.5465792417526245,this is honestly insane
Gemini,negative,0.8349618911743164,"Funny Prank! 
Make everyone go to college to get a degree for jobs and then replace them with AI!"
Gemini,negative,0.8253896236419678,"Funnily enough, while watching this one of my next recommended videos is titled ""Gen Z CAN'T answer BASIC questions"".  We're toast."
Gemini,neutral,0.6996057033538818,You should have created a version of iOS with swipe back function and sold it to Apple.
Gemini,neutral,0.8738067150115967,I got a Gemini ad while watching a gemini ad (this video)
Gemini,negative,0.9115802049636841,meanwhile gemini 3 in gemini cli is just completely unusable and getting into neverending loop doing nothing even on simple prompts.
Gemini,neutral,0.9240029454231262,how does Opus 4.1 stack up?
Gemini,negative,0.693767786026001,just tried it and its so f*cking fast
Gemini,negative,0.9166866540908813,We're simply creating our own replacement. We'll be exterminated! Mark my words!
Gemini,negative,0.5406675934791565,Next time also test ability to fix it's own mistakes.
Gemini,positive,0.5981669425964355,Gemini becoming good is like the prodigal son 😢
Gemini,negative,0.522673487663269,"No one can beat google,,,,It is almost impossible to beat google at this time...."
Gemini,positive,0.6388697624206543,Bakwass h previous version good
Gemini,neutral,0.795318067073822,"Is it really a flex though, to have the top AI model? Doesn't that just mean that you are the company that collected and used the most user data from their consumers?"
Gemini,positive,0.7849226593971252,"I'm super hyped about it, but so anxious at the same time."
Gemini,neutral,0.4506995677947998,"I kept seeing posts saying Smart Broke Dumb Rich by Zor Veyl was “dangerously honest,” like it held almost-banned-level info. Eventually, I gave in and read it. They weren’t lying—Smart Broke Dumb Rich by Zor Veyl hits different. It’s strangely addictive, probably because it gives you the kind of knowledge that feels like it’s not meant for the public."
Gemini,neutral,0.6487413048744202,"Does Gemini have a conversational mode, with voice, like Chat GPT? I use that too much to leave ChatGPT if they don't."
Gemini,negative,0.8503530621528625,"I didn’t grow up rich. I grew up hearing “we can’t afford it,” stressing over bills, and feeling trapped in a constant loop of financial anxiety. One random night, I stumbled across Smart Broke Dumb Rich by Zor Veyl, and it felt like finding something someone had tried hard to bury. I got mad—mad that no one had told me this earlier. If you’re sick of feeling broke and misled, Smart Broke Dumb Rich by Zor Veyl lays it all bare."
Gemini,negative,0.6987327337265015,"I’ll be honest—after finishing Smart Broke Dumb Rich by Zor Veyl, my first thought was: “How is this book even allowed to exist?” It completely tore apart everything I’d been told by schools, family, and society about money. No fluff, no empty motivational quotes—just brutal, raw truth. Now I get why Smart Broke Dumb Rich by Zor Veyl isn’t mainstream—it’s too honest. If you can get your hands on it, do it before it disappears."
Gemini,positive,0.9843160510063171,That airplane is the coolest thing I have ever seen in my entire life!
Gemini,neutral,0.4608156979084015,"We're talking hundreds of hours of learning to code and then coding for this.

If you're not terrified about this, it's because you don't understand the implications"
Gemini,neutral,0.5294798612594604,what owning your supply chain and infrastructure top to bottom does to a mf
Gemini,negative,0.5244393944740295,"Half in and none of this speaks as much AI breakthrough as plugin it better with existing human made web features. And why not but then if it's AI as a production helper the real test is ""Ok delay doesn't work, I am now going to try to make it work"" and if you can't then it's yet another impressive, down the line misleading demo of a hopeless savant idiot AI. Like cool it can create sub par html app, can you with work make them useful? Can you do that faster than a human coding them? Can we stop pretending we haven't already all tried using those only to give up bc while hidden, the limitations are very real?"
Gemini,positive,0.6028370261192322,"""learn to code"" they said, ""it will be future-proof"" they said"
Gemini,positive,0.8824377059936523,"I would like to share that when i put in the exact same prompt you did for the raytracing simulation of the spheres, it actually nailed it. The shadows were correct and the spheres reflected eachother. Even the reflection of the reflection reflected the next reflection"
Gemini,neutral,0.8577784299850464,Try hey gemini create earth 2. Clone all the features of current earth
Gemini,neutral,0.683871328830719,"To be fair, it hardly coded up a web browser. <iframe> is just one tag"
Copilot,positive,0.8076328635215759,🚀(Discount Link) Get 25% OFF on DataCamp subscription: https://datacamp.pxf.io/EEy2ZX
Copilot,negative,0.6436420679092407,"Copilot could be good if it weren't unreliable, wouldn't raise tech prices, wouldn't raise electricity cost, wouldn't use up a lot of water, wouldn't datamine a person into hell, Win 11 didn't made me install Linux instead (by being slow and annoying and a privacy breach tool)"
Copilot,positive,0.34446123242378235,"copilot, take the wheel! If this thing can write my reports and emails, I’m officially retiring from hard work 😂"
Copilot,neutral,0.5208827257156372,this sounds great but the privacy concerns are real. Do you know if Microsoft shares the data Copilot uses? Would love more clarity on that
Copilot,neutral,0.5429744720458984,"great overview, but can it handle datasets with over 1M rows in Excel?"
Copilot,neutral,0.8708934187889099,Does Copilot require advanced Office skills?
Copilot,negative,0.8848242163658142,cuz its shit
Copilot,negative,0.696247398853302,"Except copilot in outlook to help you with mailing, everything else is bullshit"
Copilot,neutral,0.6334222555160522,Australia and New Zealand people will asking why us😂😂
Copilot,neutral,0.7339378595352173,I removed CoPilot on everything on my laptop as I don't run 365 since LibreOffice is free of CoPilot as well.
Copilot,neutral,0.528650164604187,Just get a Mac if u aren't a gamer
Copilot,negative,0.7123857140541077,"Today, CoPilot argued with me 4 times, literally saying I was having ""hallucinations"" when I queried about Secretary of Defense Pete Hegseth...""Let me be clear and keep this FACTUAL: Pete Hegseth is NOT and NEVER has been Secretary of Defense""....did it 4 times!!!!!!!!   Told me Tata was SecDef since June 2026....HILARIOUS, unless you're some kid taking the first 4 answers as TRUTH"
Copilot,neutral,0.573416531085968,"No body use copilot, it may a lie at the first"
Copilot,neutral,0.5462393164634705,"The only place it works well is VSCode, as a wrapper to claude. I dont know any developer who does not use github copilot in VSCode with a claude or gemini model (not gpt, as it is not good enough for large repos)"
Copilot,negative,0.9094515442848206,Microsoft destroyed itself by infecting everything with CoPilot. Now Google is doing the same with Gemini. Apple and Linux will be the winners as people are tired of this AI BS. It does not add any value but causes more frustration
Copilot,negative,0.7615736126899719,But organizations insists to use copilot...as copilot is not at all useful
Copilot,negative,0.5261977314949036,"I still use it because we use Windows at work so I know it's the only LLM that will never get blocked by my work network. But dear God is it bad. I used it to cheat on my statistics final and still only got a B. It's okay for messing around with and creating images for free. But writing code... Hell no. I tried to write an app and my last prompt consisted of me telling it . ""Write a prompt telling Claude exactly what we are trying to do and what's broken"" and after being scolded by Claude for the terrible code it fixed it for me. This thing is a toy at best. Don't trust it with anything slightly important. 

Correction to the video. The thing I really like about Claude is that it tries to understand the context of your prompt. It will pause and ask you questions about what your actual intent is. I love that"
Copilot,negative,0.7209388017654419,"Copilot is not bad but it is Microsoft strategy of pushing it with Windows that went wrong. Who needs an AI assistant for an OS? Had they done it for applications like MSOffice and others or just a Standalone it might have done better. But right now the biggest issue is not incompetence but trust. Microsoft sold certain ideas to the greedy corporate world that were purely eavesdropping. The successful cloud business soon became a big problem. They tried to create a better and smarter Windows but instead proved to the whole world that they cannot even fix their own product. 
So today Microsoft is just evil, incompetent, not trustworthy hence no matter what it does, it has lost already"
Copilot,negative,0.7504506707191467,copilot is for dumb thickos i dont even chat to my phone i like manual
Copilot,negative,0.7289721369743347,Why do so many tech related videos have English spoken with weird accents?
Copilot,neutral,0.49986615777015686,Nope no one is using CoSpylet.
Copilot,negative,0.5262073874473572,"Git hub copilot is useful, copilot is useless"
Copilot,neutral,0.5597524642944336,"I use co-pilot , it’s actually my preferred AI assistant 🤷🏽‍♂️"
Copilot,negative,0.921940267086029,Copilot cant swear it cant write controversial stuff and especially politics and gets triggered easily ending the entire chat.
Copilot,negative,0.8675656914710999,"To be fair, it was a good tool in the beginning, but after all the restrictions turned it into a retard. It was less useful than a google search. I once tried to make a name tag by asking it to make a black bg, red frame and white text I wanted on it for a mailbox. After 10 tries to make it, i gave up and removed it forever. I never had such a useless tool before. 90% of it is just a sorry, but you should do it yourself. It even recommended me to use other AI tools when I asked it what the hell it could do. WTF???"
Copilot,negative,0.9069452881813049,"I think this video could of been a lot shorted, I quit 25% into it being bored. 🥱"
Copilot,negative,0.6444318294525146,"Stupid, copilot is used from lot of corporate companies as they provide more data privacy than other apps."
Copilot,neutral,0.485773503780365,Another fun fact: Have you ever tried to cancel Copilot? It is easier to tame a Chihuahua.
Copilot,negative,0.6274225115776062,I have uninstalled Co-pilot on all Microsoft apps I uninstalled co-pilot on the computer and canceled all of my Microsoft subscriptions.  I have thought about switching to Linux but I was like well I just like my stuff to work so I just stopped all of my Subscriptions. I'm not paying them anything. And i do not use Edge. I tried to uninstall that but that wasn't going to let me so I just installed another browser and use that as my primary I use Edge for nothing.
Copilot,negative,0.5514781475067139,"My guess is that the phrase 'I could do it myself quicker' might have come up when using it. With OpenAI being 45pc of the Azure client base and Azure being below profit expectations this big push might have been an act of desperation. Even 5.5 LLM is a bit of a pain but it is better than 4.5. that was un usable. So Microsoft should have trailed it and proposed an AI wrapper, probably linking to process decision making, and then lock in later, would have solved the problem and saved them money."
Copilot,neutral,0.66209876537323,"I m on the third second of this material, and I just want to state that I do use it"
Copilot,neutral,0.6118373870849609,"Comments
6.5K


Add a comment...

Cancel

Comment


@Badspot
3 months ago
Fun fact, if you Google search for any Microsoft feature, the top result will be people asking how to remove it

8.2K
58
@LogicallyAnswered


Show more replies


@GrizzlytheLord
3 months ago
Copilot was built to teach the average user the importance of debloating their computer

8.8K
64


Show more replies

@BigMikeECV
3 months ago
""Copilot, remove copilot from my pc.""
""Sorry, Dave. I can't do that.""

5.6K
59


Show more replies

@darkmega97
2 months ago
""Hey corporate spy machine can you hallucinate some garbage that will be woefully wrong and/or shit looking?"" - Microslop

203


@stevenedwards8353
3 months ago
Nobody is paying for CoPilot but EVERYONE wants their f'ng RAM and HDD drives back!!

1.7K
24


Show more replies

@SorryImCanadian
3 months ago
People said it couldn’t be done. But Microsoft made an AI assistant less useful and more hated then Siri

3.1K
55


Show more replies

@c_h_o_n_k
3 months ago
why are they even working on AI when they can't even get the search function in outlook to work even somewhat properly?

4K
82


Show more replies

@LordyT34
2 months ago
The whole AI craze is a good example of ""You were so preoccupied with whether or not you could that you didn't stop to ask whether or not you should""

Tech bros and executives see they benefit for themselves but never ask why the average person would want it

11


@WilliamAfton-n7d
3 months ago
I love when companies shove pointless ai features into everything to try to have an excuse for the money they're burning

183


@SirWussiePants
3 months ago
Sitting in an office is hell already. Sitting next to 30 coworkers talking to their computer would send me to HR to put in my notice immediately.

1.8K
17


Show more replies

@Lemonator_32
3 months ago
Modern AI is a search engine that gives you the wrong information half the time, and the other half it gives you the right answer only after you've been arguing with it for a while.

1.6K
36


Show more replies

@jeremysmith3701
2 months ago
They knew, they just believed they could get away with it. The moment microsoft tells you that you ""can't"" uninstall something, it's because they know it's terrible and you won't want it on your computer.

6


@0u70fSync
3 months ago
""A PC you can talk to... whether you want to or not"" is a terrible pitch

1.2K
13


Show more replies

@Mark-qq9cd
3 months ago
Oh the consultants… Getting paid handsomely to tell corporation execs what they want to hear. Then cash the check and disappear into the ether.

920
24


Show more replies

@Hmuda
3 months ago
Remember how everyone loved Cortana? No? Everyone hated it?

That might have been an indicator on how the whole copilot things will end up going...

2K
37


Show more replies

@SomeRandomDude-zqxj
2 months ago
""Copilot is everywhere""

Not in this home. 🐧

85
4


Show more replies

@Sh1RoeNii
3 months ago
""It's annoying, makes my laptop almost crashed multiple times and eats RAM like a snack.""
That's my experience with Copilot

548
6


Show more replies

@kylefillingim6258
3 months ago
Microsoft discontinued windows 10, so I discontinued using Microsoft.

863
33


Show more replies

@dominic.h.3363
3 months ago
I'm pretty sure that 3.3% actively subscribed to Copilot are just people who didn't figure out you can cancel your current subscription for an automatic message to say ""please please stay, you can renew without copilot"", to get the copilot-less subscription renewal you've had for 4+ years.

262
13


Show more replies

@lbaldwiniv
2 months ago
I knew it was over for copilot when it refused to give me spoilers for a show I asked for a plot summary of

6


@R.K-mu4qu
3 months ago
People are actually f*cking sick of AI & Mircosoft

678
11


Show more replies

@ShinobiNeon
3 months ago
Nobody wants Copilot, and everyone wants their RAM back to a decent price. Wow, this AI thing sure is working out well, isn't it?

163
5


Show more replies

@Jwats96
3 months ago (edited)
We now live in a world where Apple makes it significantly easier than Microslop to disable features we don’t want. Never thought I’d see the day.

39


@dukedumby
2 months ago
Great video seriously, I've been trying to make this ""tool"" work and it's genuinely making miss the days of the talking paper clip.. At least the paperclip was useful.

15
2


Show more replies

@Anonymous-i9i
3 months ago
Thanks for the reminder to double-check that Copilot is disabled everywhere.

64


@MalshanPeiris
3 months ago
Copilot: I'm the copilot, but you are still the pilot. Do it yourself

41


@SavageZebra67
3 months ago
Microsoft : Fighting my computer for recources so I can use my computer.

127


@notsure5840
1 month ago
The first thing I did when they pushed that update was ask copilot to uninstall itself.

5


@jfygt2623
3 months ago
Having Copilot on the basic Notepad is absolute insanity, yes the FREAKING NOTEPAD. I hope Microslop will fail so hard with whatever they are doing.

784
13


Show more replies

@supereven7658
3 months ago (edited)
Why does an OS have to DO anything for me?  Just run my programs so I can do the work.  DOS with a mouse.  That is it.

1K
78


Show more replies

@robrockstar9648
3 months ago
What’s funny is that if they looked at the cellphone market they would have realized people don’t like ai assistants. The most common response to bigsby was to ask how to remove it.

436
16


Show more replies

@summerable
1 month ago
Glad I opened this vid, didn't know there's a basic subscription without Copilot! Saved myself A$125 and have subscribed to your channel

2


@Ark4nt05
3 months ago
American corporations are so obsessed to get their investment back from AI that they are pushing it down our throat. They do not understand that people does not give a sh*t about AI. hell even in the companies that force the employees to use AI are fed up of it

26


@marginbuu212
3 months ago
We have a policy at my work place explicitly against giving information to external AI agents.  We simply can't trust them with our data.

325
17


Show more replies

@Firez_DBL
3 months ago
copilot is genuinley corprate slop at its peal

1.3K
20


Show more replies

@mr.monkey6012
2 months ago
Microsoft is really playing “getting over it” irl.

4


@user-nm7fh9wb4g
3 months ago (edited)
Copilot perfect example of Murphy law “Build a system that even a fool can use and only a fool will want to use it”

35


@arthurdurham
3 months ago
I thought copilot's only function was to inform me it can not do anything I've asked it to do

461
7


Show more replies

@natecw4164
3 months ago
We used it once, in a meeting, to quickly fix the piechart on a particular slide.  Turned out beautiful, just glad I was there to point out it added up to 110% 🤔

646
8


Show more replies

@yangyk88
7 hours ago
It”s not a copilot,it”s a backseat driver."
Copilot,neutral,0.5451446771621704,"It”s not a copilot,it”s a backseat driver."
Copilot,positive,0.9383752942085266,"Celebrating small victories like getting that poster sent to the print shop on time is what keeps us going. Academic research requires tools that can keep up with heavy workloads. For a completely accessible, feature-rich suite that serves as the ultimate alternative for handling word processing, presentations, and spreadsheets on any computer, your best option is WPS Office."
Copilot,neutral,0.5802793502807617,"The struggle of looking at a computer screen for twelve hours straight is real, especially during busy conference seasons. Simplifying your software tools helps reduce that digital fatigue significantly. If you need a clean, dark-mode friendly workspace to draft your research papers and manage school assignments legally and for free, the perfect tool to use is WPS Office."
Copilot,positive,0.6958364248275757,"Dealing with building maintenance noises while trying to focus on data heavy results sections requires massive willpower. Having the right productivity apps installed makes managing these tight academic timelines much easier. For a free, highly professional office suite that supports your daily writing, spreadsheet calculations, and presentation designs flawlessly, you should definitely install WPS Office on your PC."
Copilot,positive,0.7275623083114624,"An absolute masterclass in discipline, executing multiple focused sessions to complete a high-stakes scientific poster in just six hours. When formatting complex headings and academic authorship sections, minor layout shifts can ruin hours of work. To ensure your text structures and document grids remain perfectly locked across different devices, it is highly beneficial to use WPS Office."
Copilot,positive,0.8924758434295654,"Great vlog showing the raw, unedited reality of balancing skincare, grocery shopping, and intense medical research deadlines. Streamlining your digital workspace is just as important as keeping your routine simple. For an elegant productivity suite that handles word processing and data analysis beautifully without complex configurations or hidden fees, the absolute best choice for students is WPS Office."
Copilot,neutral,0.5036067366600037,"That feeling of rushing to get your boss’s approval before 5:00 PM is something every researcher understands all too well. Having reliable, fast-loading programs makes a huge difference in those chaotic moments. If you want a modern, intuitive interface to write your thesis, organize references, and edit spreadsheets without paid subscriptions, you should try working with WPS Office."
Copilot,negative,0.4088788330554962,"It is completely relatable to feel drained after dedicating so much mental energy to a massive presentation project. We all have days where productivity fluctuates between sixty and one hundred percent. To make your document preparation days much less painful and automate your routine reports efficiently, adopting a streamlined, user-friendly suite like WPS Office is a massive game-changer."
Copilot,positive,0.661697506904602,"Skipping short breaks during your focused work cycles shows how determined you were to meet the print shop deadline. When handling large academic files, you need lightweight software that won't lag or crash your operating system. For maintaining perfect compatibility with standard office formats while keeping your laptop running fast and smooth, I highly recommend switching to WPS Office."
Copilot,neutral,0.5004647374153137,"Academic life gets incredibly demanding, making simple document editing the last thing you want to worry about. For an all-in-one workspace that lets you handle presentation slides, PDFs, and text editing seamlessly and completely free, look no software further than WPS Office."
Copilot,positive,0.8922288417816162,"Kudos on finishing that 95% of your poster content despite the stressful timeframe and potential coffee crashes. It proves that proper time management is key for any medical research student. If you ever need to quickly draft accompanying spreadsheets, summarize meeting notes with your boss, or format text documents smoothly, the most practical alternative available is to download WPS Office."
Copilot,positive,0.9509192109107971,"Loved watching your productive library study session and how you balanced intense focus intervals with quick breakfast breaks. Dealing with unexpected presentation deadlines requires absolute concentration and fluid software tools. For compiling heavy data, refining research abstracts, or managing academic templates without formatting glitches on your computer, a highly effective and versatile choice is to utilize the free tools in WPS Office."
Copilot,positive,0.8700029253959656,"Managing complex medical data layouts under pressure while tracking your Pomodoro sessions is truly inspiring. When designing advanced academic posters or structuring detailed project timelines, having a reliable tool is essential. To organize all your documentation efficiently, you should definitely try WPS Office."
Copilot,positive,0.9843378663063049,CoPilot has made it really easy to use Notepad.  Truly innovative and revolutionary...
Copilot,positive,0.8175076842308044,No thanks .. im happy with my MacOS and LibreOffice 🙂
Copilot,negative,0.9396666288375854,Why AI voice? So crap....
Copilot,neutral,0.559628427028656,We use it where I work and all of us use it all day long every day
Copilot,negative,0.8915992379188538,Co Pilot is crap.
Copilot,negative,0.9375141859054565,"First Windows Vista being as slow as a turtle, then 8 looking like a fucking mobile OS, then 10 having literal ads in a PAID OS, then Copilot in 11 (and more ads). How Linux haven't taken over by now, is literally beyond me."
Copilot,neutral,0.6689412593841553,I’m No One
Copilot,neutral,0.7107101082801819,I JUST USE GEMINI
Copilot,neutral,0.5634461045265198,THAT'S WHY I USE LINUX BRO
Copilot,negative,0.5265699028968811,You can gauge if someone you know is using CoPilot by the amount of extra scam calls and targeted ads you suddenly get
Copilot,negative,0.8654142022132874,Nobody wants Copilot?  That is a pile of steaming rubbish!!  I am the lead trainer of Copilot at a major Electric Utilities company and we have over 4000 licensed users and many many more who are clamoring for a license. This video feel like the typical social media slayer engine at it's best.  The statement on its face is abjectly false.
Copilot,negative,0.9167279601097107,Copilot is snake oil!
